TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,TimeDifference
2023-11-09 13:16:38.451,0.33964488,0.6584747,0.51611936,0.87924397,-0.19539838,0.4254353,0.10500152,0.5812609,0.42611682,0.83485854,0.3446543,0.45692608,0.92865574,0.13375881,0.20261556,0.9668024,0.79150826,-0.30374646,-0.2806233,0.7918914,788.1319,799.41394,755.4945,788.1319,721.2454,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00.028000
2023-11-09 13:16:38.452,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,795.78754,794.17584,757.1062,783.2967,699.89014,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00.001000
2023-11-09 13:16:38.454,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,799.81683,792.5641,763.95605,809.89014,693.8461,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00.002000
2023-11-09 13:16:38.454,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,797.8022,785.7143,763.95605,808.2784,674.10254,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00
2023-11-09 13:16:38.455,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,781.28204,786.9231,759.92676,787.326,759.12085,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00.001000
2023-11-09 13:16:38.455,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,770.0,789.34064,760.32965,786.9231,872.74725,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00
2023-11-09 13:16:38.455,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,791.3553,788.93774,763.95605,795.38464,864.68866,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00
2023-11-09 13:16:38.456,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,780.07324,788.1319,766.3736,795.78754,804.65204,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00.001000
2023-11-09 13:16:38.456,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,768.7912,787.72894,765.56775,790.14655,819.9634,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00
2023-11-09 13:16:38.456,0.33964488,0.69304866,0.5228629,0.87924397,-0.19539838,0.4343745,0.10982922,0.5812609,0.42611682,0.83485854,0.340982,0.45692608,0.92865574,0.13162382,0.18201838,0.9668024,0.79150826,-0.32067135,-0.2808989,0.7918914,777.6557,786.1172,766.77655,817.1429,1068.5714,0.0,100.0,0.28253173828125,0.0615234375,0.966064453125,2.51220703125,-4.9945068359375,-1.203765869140625,1725347.9853479853,105308278.38827838,62947399.26739927,79.86944,1.0,1.0,1.0,1.0,1.0,25.0,,0 days 00:00:00
